"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"7204","CCL23",0.0452841048863615,0.0416636485505487,7.9431453349993,2.37564791210712e-15,2.20240854181947e-14,19.7085114862557
"7205","S100A16",0.0452581443478442,0.0161036004547946,8.70697550348765,4.07880500627914e-18,4.26416286874672e-17,25.9886972062178
"7206","PRKCSH",0.0452397761622809,0.550484193283746,2.65755414911421,0.0078939257725157,0.0272957559943172,-8.13339921112024
"7207","CRLF2",-0.0452391965897432,0.0580682832751483,-6.43878262563516,1.30736638413619e-10,9.58360044577783e-10,8.99134621059589
"7208","TMEM101",-0.045227400767391,0.34026923515837,-3.09422330485918,0.00198327089539435,0.00760499717572852,-6.87926939675403
"7209","AC010173.1",0.0452189304559409,0.0270334250027986,9.81145594943392,1.54230114019199e-22,1.88921566372714e-21,36.0584710424875
"7210","AC016065.1",-0.0452143367632917,0.106477889798995,-5.22761791484234,1.78100524378491e-07,1.05582398652043e-06,1.96933244571108
"7211","FBXO42",0.0451961516296669,0.530282369843343,2.59714517825981,0.00942544706377657,0.0321538046136039,-8.29194313144087
"7212","STAU1",0.0451933942014195,0.859837884867529,2.30515581287996,0.021195178657157,0.0667496759620206,-9.00699374825322
"7213","WIPF1",0.0451742503507986,1.0145063912621,2.12328423372126,0.0337749093494234,0.10058547250596,-9.40940886091107
"7214","PMM1",-0.0451737733204863,0.122355615020002,-4.9446900886073,7.85483450611211e-07,4.41620273054085e-06,0.536849611903756
"7215","FAM204A",0.0451725257859301,0.832665995290877,2.32246267099183,0.0202446290340925,0.0642425582865285,-8.96698091905751
"7216","ERCC6",-0.0451650745347182,0.166087953296975,-4.17305573659105,3.05212229731578e-05,0.00014762882014544,-2.96813448125981
"7217","SPINT1",-0.0451486138166502,0.0807083596375576,-5.74749235040012,9.54837323094682e-09,6.21850549156378e-08,4.8070025661992
"7218","CMTR1",-0.0451480188429908,0.175293640109404,-4.23898424461425,2.28238843086228e-05,0.000111935815299464,-2.69168329717203
